2009,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total
Government,1,8315,Seymour Technical High School,Secondary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,57,103,55,45,100,67.9,39,106.9,56.9,56.7,113.6,56.8,54.7,111.5,45.5,39.8,85.3,0,0,0,620.3,620.3
Government,1,8320,Shepparton High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,77,163,80,87,167,96,91,187,68,101,169,68.4,90.6,159,37.8,57.8,95.6,0,0,0,940.6,940.6
Government,1,8330,St Albans Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,88,169,96,96,192,74,87,161,98,90,188,75,93,168,71,74,145,0,0,0,1023,1023
Government,1,8335,St Arnaud Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,43,23,30,53,24,22,46,16,25,41,26,18.4,44.4,16,16,32,0,0,0,259.4,259.4
Government,1,8337,Caulfield Park Community School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,11,25,13,5,18,5,7,12,3,1,4,0,0,0,62,62
Government,1,8345,Strathmore Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,106,228,136,99,235,132,96,228,127,126,253,128,122,250,99.4,105.1,204.5,0,0,0,1398.5,1398.5
Government,1,8350,Sunbury College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,116,223,120,102,222,127,130,257,123,118,241,117,123,240,58.4,93.8,152.2,0,0,0,1335.2,1335.2
Government,1,8367,Swifts Creek Secondary College,Secondary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,8,8,16,10,8,18,9,9,18,1,5.8,6.8,3,6.6,9.6,0,0,0,93.4,93.4
Government,1,8368,Sydney Road Community School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,9,3,12,6,4,10,13,9,22,11,7,18,7,10,17,0,0,0,87,87
Government,1,8370,Tallangatta Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,39,89,56,25,81,49,35.9,84.9,34,30,64,40,29.8,69.8,24.8,27.7,52.5,0,0,0,441.2,441.2
Government,1,8383,Thomastown Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,101,50,34,84,48,54,102,48,45,93,44.9,33.9,78.8,43.4,33.9,77.3,0,0,0,536.1,536.1
Government,1,8395,Trafalgar High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,112,50,59.9,109.9,54.9,53,107.9,61.7,71.4,133.1,36.3,72.5,108.8,23.4,41.2,64.6,0,0,0,636.3,636.3
Government,1,8405,University High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,89,200,87,68,155,126,76,202,111,98,209,121,102,223,123,96,219,0,0,0,1208,1208
Government,1,8407,Roxburgh College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,89,200,138,102,240,146,100,246,139,98,237,125,123,248,84,94,178,0,0,0,1349,1349
Government,1,8410,Upper Yarra Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,39,88,53,50,103,72,57,129,60,72,132,44,52.8,96.8,21.3,31.7,53,0,0,0,601.8,601.8
Government,1,8415,Upwey High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,117,208,97,121,218,99,119,218,119,120,239,84,92.7,176.7,64.6,72.9,137.5,0,0,0,1197.2,1197.2
Government,1,8420,Vermont Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,111,219,115,116,231,98,121,219,108,118,226,89.4,104,193.4,97.6,95.8,193.4,0,0,0,1281.8,1281.8
Government,1,8421,Kambrya College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,110,227,155,136,291,142,144,286,173,156,329,134,137.9,271.9,84,77,161,0,0,0,1565.9,1565.9
Government,1,8422,Wanganui Park Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,83,204,83,97,180,91,94,185,83.8,88.8,172.6,76,72.5,148.5,62,87.7,149.7,0,0,0,1039.8,1039.8
Government,1,8423,Carrum Downs Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4,84,171.4,107,113,220,134,110,244,103,100,203,75,110.9,185.9,56,66,122,0,0,0,1146.3,1146.3
Government,1,8425,Wangaratta High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,93,189,104,111,215,121,135.8,256.8,109,127,236,108.1,97.8,205.9,56.4,116.2,172.6,0,0,0,1275.3,1275.3
Government,1,8428,Wantirna College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,115,204,98,104,202,126,117,243,113,112,225,134,135,269,99.9,109,208.9,0,0,0,1351.9,1351.9
Government,1,8430,Warracknabeal Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,41,20,29,49,22,25,47,17,19,36,17.9,22.3,40.2,15.8,17.7,33.5,0,0,0,246.7,246.7
Government,1,8437,Warrandyte High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,63,109,67,58,125,63,47,110,60,66,126,46,43,89,29,51.9,80.9,0,0,0,639.9,639.9
Government,1,8462,Wellington Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,81,201,151,87,238,109,108,217,128,89,217,109,111,220,119,99,218,0,0,0,1311,1311
Government,1,8465,Werribee Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,115,263,140,141,281,132.8,111,243.8,135,106,241,88,105,193,67,77,144,0,0,0,1365.8,1365.8
Government,1,8466,Bairnsdale Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,69.2,164.2,91,67.2,158.2,110,83,193,122.8,99.6,222.4,92,116.4,208.4,76.7,84,160.7,0,0,0,1106.9,1106.9
Government,1,8470,Westall Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,20,63,48,35,83,44,44,88,58,59,117,92,93,185,45.5,45.8,91.3,0,0,0,627.3,627.3
Government,1,8474,Wheelers Hill Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,39,99,53,47.8,100.8,47,50,97,37,37,74,49.8,49.9,99.7,43,46,89,0,0,0,559.5,559.5
Government,1,8475,Williamstown High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,140,251,112,141,253,107,138,245,104,135,239,99,152,251,85,111,196,0,0,0,1435,1435
Government,1,8480,Wodonga Senior Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.8,158.2,326,156.5,166.7,323.2,131,141.7,272.7,0,0,0,921.9,921.9
Government,1,8490,Yarram Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,57,28,22,50,35,30,65,39,38,77,54.9,37.9,92.8,34.9,41.6,76.5,0,0,0,418.3,418.3
Government,1,8495,Yarrawonga Secondary College,Secondary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,50,86,31,50,81,40,57,97,34,35,69,48,35.8,83.8,34,28.6,62.6,0,0,0,479.4,479.4
Government,1,8500,Yea High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,42,21.5,31.5,53,33.8,29,62.8,25.8,25,50.8,27.5,37.3,64.8,20.9,21.3,42.2,0,0,0,315.6,315.6
Government,1,8704,Glen Eira College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,46,31,28,59,26,18,44,38,20,58,26.9,21,47.9,31.9,17.5,49.4,42,40,82,386.3,386.3
Government,1,8705,Craigieburn Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,98,201,106,99,205,105,98,203,90,97,187,56,84,140,62,64,126,0,0,0,1062,1062
Government,1,8707,Emerald Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,76,177,83,80,163,69,75,144,72,66,138,62.2,62,124.2,38.2,65.1,103.3,0,0,0,849.5,849.5
Government,1,8708,Reservoir High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,51,109,52,60,112,70,52,122,91,72,163,76,65.9,141.9,63.8,56,119.8,0,0,0,767.7,767.7
Government,1,8709,Hampton Park Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,109,202,130,118,248,138,103,241,139,102,241,90,95,185,66.8,84,150.8,0,0,0,1267.8,1267.8
Government,1,8710,Hoppers Crossing Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,66,144,67,81,148,95,93,188,94,88,182,69,89,158,67,60,127,0,0,0,947,947
Government,1,8715,Keilor Downs Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,104,241,127,104,231,140,131,271,128,136,264,127,119.5,246.5,95.6,82.7,178.3,0,0,0,1431.8,1431.8
Government,1,8716,Kurnai College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,97,231,94,105,199,100.4,89,189.4,93,78,171,114,113,227,83,77,160,0,0,0,1177.4,1177.4
Government,1,8718,Kurunjang Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2,53,116.2,72.5,65,137.5,77,83,160,75,77,152,67,64,131,33.5,61,94.5,0,0,0,791.2,791.2
Government,1,8720,Lakes Entrance Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,51,33,29,62,33,34,67,29,21,50,24.8,6.9,31.7,8.7,12.8,21.5,0,0,0,283.2,283.2
Government,1,8722,Elisabeth Murdoch College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,156,305,148.8,140,288.8,174,160,334,158,128,286,103.2,109,212.2,50.9,61.5,112.4,0,0,0,1538.4,1538.4
Government,1,8723,Sunbury Downs Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51,111,51,47,98,33,43,76,37,45,82,43.9,40.6,84.5,32.9,23.8,56.7,0,0,0,508.2,508.2
Government,1,8724,Forest Hill College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,73,56,37,93,58,37,95,51,49,100,71,47,118,48,38,86,0,0,0,565,565
Government,1,8725,Patterson River Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,97,243,102,118,220,117,88,205,79,76,155,81.8,97.2,179,47.7,63.9,111.6,0,0,0,1113.6,1113.6
Government,1,8730,St Helena Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,123,253,148,106,254,169,142,311,153,146,299,114,128,242,85.9,126,211.9,0,0,0,1570.9,1570.9
Government,1,8731,Stawell Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,72,41,40,81,35,38,73,62.4,56.6,119,37,53.3,90.3,29.6,59.3,88.9,0,0,0,524.2,524.2
Government,1,8734,Rowville Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,135,296,154,150,304,187,163,350,181,167,348,164.7,141,305.7,120.5,125.4,245.9,0,0,0,1849.6,1849.6
Government,1,8736,Wonthaggi Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,115,227,101,91,192,116,102,218,106,100,206,110,107.8,217.8,71.8,75.7,147.5,0,0,0,1208.3,1208.3
Government,1,8739,Sandringham College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,50,161,111,48,159,135,57,192,118.1,61,179.1,169.6,172.8,342.4,182.6,150.7,333.3,0,0,0,1366.8,1366.8
Government,1,8742,Fitzroy High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,70,64,25,89,51,45,96,49.6,27,76.6,45,29,74,44,11.6,55.6,0,0,0,461.2,461.2
Government,1,8743,Ashwood Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,46,105,42,34,76,68,42,110,50,30,80,36.9,28,64.9,32.8,33.5,66.3,0,0,0,502.2,502.2
Government,1,8744,Mullauna Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,45,82,31,33,64,58,61,119,33,45,78,42.7,36.8,79.5,32.8,39.9,72.7,0,0,0,495.2,495.2
Government,1,8745,Leongatha Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,89,42,44,86,54,49,103,52,42,94,46.8,44.6,91.4,45,56.4,101.4,0,0,0,564.8,564.8
Government,1,8746,Diamond Valley College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,46,126,57,68,125,57,44,101,49,68,117,57,41,98,25,50.8,75.8,0,0,0,642.8,642.8
Government,1,8747,Blackburn English Language School,Language,O,6,5,11,6,8,14,10,10,20,7,9,16,10,10,20,12,15,27,11,7,18,0,0,0,126,12,9,21,11,14,25,21,18,39,12,10,22,14,18,32,14,9,23,0,0,0,162,288
Government,1,8748,Collingwood English Language School,Language,O,1,4,5,0,1,1,3,1,4,4,2,6,1,0,1,7,3,10,10,4,14,0,0,0,41,1,4,5,6,10,16,11,11,22,8,13,21,1,2,3,1,0,1,0,0,0,68,109
Government,1,8749,Noble Park English Language School,Language,O,2,4,6,5,9,14,10,11,21,9,7,16,17,8,25,11,20,31,16,13,29,0,0,0,142,21,18,39,13,20,33,16,14,30,14,18,32,10,11,21,39,19,58,0,0,0,213,355
Government,1,8750,Greensborough Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,89,192,83,87,170,76,76,152,81,74,155,62,41.6,103.6,24.4,33.1,57.5,0,0,0,830.1,830.1
Government,1,8753,Ararat Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,75,51,42,93,50.9,25.9,76.8,44.5,44.8,89.3,36,21.6,57.6,30.5,23.9,54.4,0,0,0,446.1,446.1
Government,1,8775,Mill Park Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,117,257,142,133,275,124,158,282,164,159,323,163,165,328,127,157,284,0,0,0,1749,1749
Government,1,8777,Bacchus Marsh College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,76,158,65,55,120,66,72,138,79,94,173,84,56,140,34,55,89,0,0,0,818,818
Government,1,8783,The Grange P-12 College,Pri/Sec,O,63.2,49,112.2,42,53,95,54,46,100,46.2,56,102.2,62,56,118,48.2,65,113.2,50,51,101,0,0,0,741.6,68,73,141,120,114,234,118,112,230,131,116,247,90,94,184,67,73,140,0,0,0,1176,1917.6
Government,1,8787,Taylors Lakes Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,129,257,113,126,239,104,86,190,106,75,181,62,92,154,61.7,70.7,132.4,0,0,0,1153.4,1153.4
Government,1,8790,Sunshine College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,49,124,79,58,137,122,58,180,118,88,206,151,79,230,124,59,183,0,0,0,1060,1060
Government,1,8791,Wallan Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,59,119,72,74,146,63,66,129,57,49,106,0,0,0,0,0,0,0,0,0,500,500
Government,1,8797,Thornbury High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,52,149,82,46,128,66,34,100,47.9,46,93.9,45,24.7,69.7,37.4,28.6,66,0,0,0,606.6,606.6
Government,1,8798,Portland Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,56,131,79,69,148,95,82,177,60.6,39,99.6,57.9,61.9,119.8,34.9,47.8,82.7,0,0,0,758.1,758.1
Government,1,8799,Copperfield College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,138,283,143,127,270,151,145,296,167,142,309,157,140,297,142,148,290,0,0,0,1745,1745
Government,1,8800,Bayside P-12 College,Pri/Sec,O,4,6,10,6,1,7,4,7,11,4,7,11,7,8,15,4,5,9,3,9,12,0,0,0,75,138,68,206,160,85,245,162,67,229,186,101,287,137,116,253,138,84.8,222.8,0,0,0,1442.8,1517.8
Government,1,8801,South Oakleigh Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,58,54,38,92,52,43,95,63,36,99,36.9,36,72.9,24,36,60,0,0,0,476.9,476.9
Government,1,8802,Swan Hill College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.4,86,171.4,103,96,199,95,81,176,91,84,175,74.9,76,150.9,58,63.9,121.9,0,0,0,994.2,994.2
Government,1,8803,Traralgon College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,75,192,126,119,245,116,112,228,135,105,240,96,112,208,83,107,190,0,0,0,1303,1303
Government,1,8804,Mornington Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,115,216,74,83,157,63,95,158,105,84.7,189.7,89.1,87,176.1,56.8,64.9,121.7,0,0,0,1018.5,1018.5
Government,1,8805,Box Forest Secondary College,Secondary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,23,64,66,27,93,84,31,115,48,31,79,36,19,55,24,18,42,0,0,0,448,448
Government,1,8806,Essendon East Keilor District College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,78,202,143,76,219,159,119,278,160,131,291,185,139.5,324.5,163,167.9,330.9,0,0,0,1645.4,1645.4
Government,1,8807,Brunswick Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,79,179,94,62,156,99,73,172,106,54,160,76,62,138,55.2,39.6,94.8,0,0,0,899.8,899.8
Government,1,8808,Glen Waverley Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,109,275,183.3,151,334.3,184,136,320,174,160,334,192,162,354,181,158,339,0,0,0,1956.3,1956.3
Government,1,8809,Monterey Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,46,102,59,38,97,63,50,113,42,48,90,26,35,61,24.8,36.7,61.5,0,0,0,524.5,524.5
Government,1,8810,Benalla College,Secondary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,32,86,55,54,109,73,60,133,72.5,60.4,132.9,72,61.2,133.2,41,61.7,102.7,0,0,0,696.8,696.8
Government,1,8811,Warrnambool College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,81,157,83,84,167,84.6,82,166.6,91,68.8,159.8,69,92.9,161.9,61.2,69.1,130.3,0,0,0,942.6,942.6
Government,1,8812,Viewbank College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,176,114,87,201,94,96,190,118,84,202,100,76.9,176.9,81,80.8,161.8,0,0,0,1107.7,1107.7
Government,1,8813,Noble Park Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,55,112,52,49,101,53,55,108,83,50,133,64,61,125,44.5,28.8,73.3,0,0,0,652.3,652.3
Government,1,8814,Baimbridge College,Pri/Sec,O,4,3,7,6,0,6,8,8,16,8,1,9,9,8,17,14,6,20,15,16,31,0,0,0,106,52,65,117,67,48,115,62,48,110,60,67,127,44.9,47.5,92.4,20.9,32.3,53.2,0,0,0,614.6,720.6
Government,1,8815,Yarra Hills Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,39,112,61,68,129,73,74,147,60,63,123,47,57,104,25.7,43,68.7,0,0,0,683.7,683.7
Government,1,8816,Heathmont College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,61,147,85,78,163,103,86,189,93,61,154,91,87,178,38,42.9,80.9,0,0,0,911.9,911.9
Government,1,8818,Horsham College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,73,174,99,83,182,87,93,180,88,89.3,177.3,85.9,107.7,193.6,56,67.7,123.7,0,0,0,1030.6,1030.6
Government,1,8819,Melbourne Girls College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,208,0,210,210,0,206,206,0,209,209,0,200.5,200.5,0,183.9,183.9,0,0,0,1217.4,1217.4
Government,1,8820,Western Heights Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,68,198,120,75,195,156,91,247,148,84,232,119.7,74.9,194.6,99.7,81.8,181.5,0,0,0,1248.1,1248.1
Government,1,8821,Lowanna College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,94,194,93,99,192,100,104,204,99,85,184,72,102,174,67,62,129,0,0,0,1077,1077
Government,1,8823,Templestowe College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,21,19,40,44,27,71,17,14,31,58.9,55,113.9,45.8,53,98.8,0,0,0,393.7,393.7
Government,1,8824,Castlemaine Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,61,119,71,70,141,93,73,166,97,74,171,70.8,76.4,147.2,72.9,67.7,140.6,0,0,0,884.8,884.8
Government,1,8827,Warragul Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9,71.9,141.8,52,79,131,72,60,132,72,56,128,73.6,53.8,127.4,40.1,40.6,80.7,0,0,0,740.9,740.9
Government,1,8828,Ballarat Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,74,155,76,88,164,157.9,158,315.9,125,96,221,109.3,117.5,226.8,66.2,81.2,147.4,0,0,0,1230.1,1230.1
Government,1,8830,Charlton College,Pri/Sec,O,7,3,10,5,1,6,1,7,8,9,5,14,6,6,12,4,6,10,4,4,8,0,0,0,68,9,4,13,11,16,27,4,12,16,10,12.2,22.2,15.5,12.2,27.7,4,7,11,0,0,0,116.9,184.9
Government,1,8831,Wycheproof P-12 College,Pri/Sec,O,3,6,9,8,1,9,2,6,8,1,5,6,4,3,7,4,6,10,2,3,5,0,0,0,54,7,4,11,5,2,7,3,3,6,9,6,15,4,4,8,4,4,8,0,0,0,55,109
Government,1,8832,Birchip P-12 School,Pri/Sec,O,9,8,17,9,8,17,6,5,11,11,5,16,9,9,18,4,11,15,9,4,13,0,0,0,107,9,12,21,12,9,21,8,10,18,10,6,16,8.9,5,13.9,12,6.7,18.7,0,0,0,108.6,215.6
Government,1,8833,Nhill College,Pri/Sec,O,15,12,27,14,12,26,11,15,26,11,9,20,10,15,25,19,8,27,14,17,31,0,0,0,182,21,18,39,21,22,43,30,19,49,20,16,36,16,17,33,13,14,27,0,0,0,227,409
